ra_j2000,dec_j2000,primary_name,gaiadr2_source_id,gaiaedr3_source_id,hip,hd,tic,2mass,wisea,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,gmag,bp_rp,radial_velocity,radial_velocity_error,ref_epoch,gaia_teff,gaia_teff_lower,gaia_teff_upper,gaia_radius,gaia_radius_lower,gaia_radius_upper,gaia_lum,gaia_lum_lower,gaia_lum_upper,spectrum_hires,spectrum_hires_resolution,spectrum_hires_nobs,spectrum_hires_snr,spectrum_harps,spectrum_harps_nobs,spectrum_harps_snr,spectrum_sophie,spectrum_sophie_nobs,spectrum_sophie_snr,spectrum_hermes,spectrum_hermes_snr,spectrum_hermes_nobs
235.8877947410102,22.9205023831012,HD140572,1217765378951104640,1217765378951104640,77021,140572,459278347,15433307+2255138,J154333.10+225511.7,235.88796799771,0.0158,22.91964894263,0.0166,15.3918,0.0218,35.905,0.02,-192.024,0.022,7.103435,0.674038,-20.54,0.16,J2016.0,6221.0,6165.0,6316.33349609375,1.8439620733261108,1.788719654083252,1.8776136636734009,4.588170051574707,4.570155143737793,4.606184959411621,,,,,,,,true,11,140.7,,,
236.1327478828616,11.2664599428092,HD140667,1189404610382948224,1189404610382948224,77098,140667,296858769,15443184+1115593,J154431.78+111558.9,236.13218451286,0.4979,11.26631324911,0.3752,23.5706,0.5811,-124.316,0.538,-33.006,0.46,7.38998,0.757475,-17.87,1.2,J2016.0,5968.66650390625,5887.0,6059.33349609375,1.1128566265106201,1.0798020362854004,1.143946647644043,1.416062355041504,1.4031907320022583,1.4289339780807495,,,,,,,,,,,,,
236.3131370484499,4.7082476144887,HD140750,4424785195079151232,4424785195079151232,77159,140750,272465601,15451515+0442296,J154515.14+044228.3,236.3130587803,0.0208,4.70765568966,0.0164,12.5702,0.0245,-17.551,0.024,-133.183,0.021,7.886565,0.8092,3.96,0.19,J2016.0,5815.25,5735.25,5902.70068359375,1.8044172525405884,1.7513470649719238,1.855107307434082,3.354611396789551,3.334970712661743,3.3742520809173584,,,,,,,,true,8,113.5,,,
236.2327519455907,21.4443935335392,HD140812,1216500150306803712,1216500150307258112,77129,140812,349360612,15445584+2126395,J154455.89+212641.1,236.23296542356,0.0225,21.44497978091,0.0244,17.6249,0.0338,44.707,0.035,131.906,0.035,7.361931,0.622885,-21.57,0.19,J2016.0,6314.349609375,6117.73291015625,6480.56640625,1.3696279525756836,1.3002711534500122,1.4590790271759033,2.6866705417633057,2.6780455112457275,2.695295572280884,,,,,,,,true,2,126.8,,,
34.3553623768697,28.7450402965799,HD14082A,107774202769886848,107774202769886848,10680,14082A,118301925,02172527+2844423,J021725.30+284440.1,34.35580267727,0.0183,28.74471064167,0.0182,25.2776,0.0206,86.859,0.025,-74.173,0.026,6.904095,0.670002,4.32,0.71,J2016.0,6205.25,6180.0,6278.0,1.2347127199172974,1.2062625885009766,1.2448227405548096,2.036402702331543,2.0316903591156006,2.0411150455474854,,,,,,,,,,,,,
34.3530706218795,28.7417808347198,HD14082B,107774198474602368,107774198474602368,10679,14082B,118301927,02172472+2844305,J021724.78+284429.8,34.3535059396,0.0188,28.74146464868,0.0182,25.2306,0.0213,85.879,0.025,-71.142,0.026,7.622567,0.793576,4.68,0.23,J2016.0,5847.25,5778.75,5902.0,1.002244234085083,0.9837358593940735,1.0261458158493042,1.057909607887268,1.0548763275146484,1.0609428882598877,,,,,,,,true,3,129.2,,,
236.2810379313785,28.4699274344615,HD140913,1224551770875466496,1224551770875466496,77152,140913,283889641,15450745+2828117,J154507.38+282812.1,236.28059362432,0.0216,28.4700962279,0.0263,20.4949,0.0367,-87.88,0.026,37.978,0.037,7.91749,0.761485,-20.5,0.35,J2016.0,5957.0,5877.39990234375,6044.0,1.0232453346252441,0.9939993023872375,1.0511494874954224,1.1878584623336792,1.1841273307800293,1.191589593887329,,,,,,,,true,1,37.0,,,
236.5937886373178,13.7207538525158,HD141024,1191103218410095872,1191103218410095872,77244,141024,119862840,15462251+1343146,J154622.45+134314.6,236.59340488212,0.0202,13.72073857317,0.0208,13.6109,0.0248,-83.881,0.025,-3.438,0.026,7.768272,0.837326,-18.66,0.13,J2016.0,5717.76708984375,5581.3701171875,5810.0,1.8227715492248535,1.7653584480285645,1.912949562072754,3.199374198913574,3.183680772781372,3.2150676250457764,,,,,true,2,151.9,true,4,54.0,,,
236.0901785852003,52.9835656765628,HD141039,1596763532351243392,1596763532351243392,77084,141039,159838529,15442168+5259008,J154421.34+525901.4,236.08835435056,0.0144,52.98382526781,0.0149,23.4193,0.016,-247.111,0.018,58.405,0.021,7.219239,0.777817,-39.07,0.13,J2016.0,5904.5,5859.0,5953.5,1.2721601724624634,1.2513054609298706,1.291995644569397,1.772192120552063,1.7688348293304443,1.7755494117736816,,,,,,,,true,50,485.6,,,
236.8212048252567,-0.2699108749893,HD141103,4410452820495105024,4410452820495105024,77335,141103,187411636,15471710-0016116,J154716.92-001612.0,236.82012320344,0.0197,-0.27000893857,0.0155,20.0427,0.0246,-243.362,0.024,-22.064,0.019,6.819098,0.675899,-47.94,0.18,J2016.0,6136.60009765625,6048.89990234375,6204.5,1.6579171419143677,1.621828317642212,1.7063404321670532,3.511815071105957,3.5008208751678467,3.5228092670440674,,,,,,,,,,,,,
236.9087523726003,-9.4804424378028,HD141128,4347491142557695360,4347491142557695360,77372,141128,54509879,15473811-0928496,J154738.06-092849.2,236.90841835867,0.0214,-9.48036732745,0.0221,19.3562,0.0259,-74.127,0.028,16.9,0.03,6.90396,0.583706,-36.43,0.16,J2016.0,6547.76708984375,6407.2998046875,6657.21240234375,1.418318510055542,1.3720672130584717,1.4811877012252808,3.331310510635376,3.3191308975219727,3.3434901237487793,,,,,true,6,152.2,,,,,,
237.0490367518905,-4.7860224266219,HD141247,4399230483269617536,4399230483269617536,77410,141247,187419910,15481177-0447097,J154811.69-044710.0,237.04857732146,0.0213,-4.78617144588,0.0149,11.9673,0.0244,-103.011,0.027,-33.529,0.019,7.946481,0.798997,-70.69,0.16,J2016.0,5849.33349609375,5746.0,5904.0,1.7966514825820923,1.7635343074798584,1.8618528842926025,3.4044575691223145,3.3850536346435547,3.423861503601074,,,,,,,,true,1,40.1,,,
237.0394299792568,1.5717407337403,HD141272,4422809716282811776,4422809716282811776,77408,141272,272595871,15480945+0134183,J154809.33+013416.7,237.03864730102,0.0144,1.57100249153,0.0117,46.1575,0.0175,-176.036,0.018,-166.105,0.014,7.234875,0.983572,-26.72,0.14,J2016.0,5331.30029296875,5271.0,5497.0,0.8063905835151672,0.7585081458091736,0.8249463438987732,0.47328001260757446,0.4725170135498047,0.47404301166534424,,,,,,,,true,8,206.3,,,
236.7242215922705,46.9862619951279,HD141399,1398218223733415552,1398218223733415552,77301,141399,156067565,15465382+4659105,J154653.68+465910.7,236.72351718225,0.0129,46.98628884236,0.013,26.9888,0.0146,-108.119,0.016,6.04,0.018,7.023998,0.900113,-21.9,0.2,J2016.0,5542.0,5511.0,5624.0,1.3874088525772095,1.3472459316253662,1.4030613899230957,1.635948657989502,1.6334171295166016,1.6384801864624023,true,71600.0,5,221.5,,,,true,149,319.2,,,
237.2211980131229,23.2415458229288,HD141529,1217856466617284992,1217856466617284992,77459,141529,310504842,15485308+2314295,J154853.04+231429.1,237.22095601552,0.0166,23.24136024938,0.0198,17.404,0.0277,-50.031,0.021,-41.754,0.027,7.726845,0.694248,-6.06,0.21,J2016.0,6272.0,6067.0,6794.14501953125,1.2126668691635132,1.0334370136260986,1.29600191116333,2.050227165222168,2.042494058609009,2.057960271835327,,,,,,,,,,,,,
237.9073005230385,-14.8658621824944,HD141830,6263496256831294592,6263496256831294592,77686,141830,294876836,15513774-1451568,J155137.75-145157.8,237.90728027468,0.0904,-14.8662115932,0.0559,13.1551,0.0956,-4.403,0.115,-78.617,0.07,7.814254,0.755626,-5.09,0.2,J2016.0,5896.89990234375,5739.89990234375,5979.33349609375,1.7205736637115479,1.673459529876709,1.8159844875335693,3.225048780441284,3.197463035583496,3.2526345252990723,,,,,,,,,,,,,
236.7041685002824,70.3742079215407,HD142006,1648041387416304256,1648041387416304256,77290,142006,1102509698,15464898+7022268,,236.7038911921,0.1789,70.37403966626,0.1704,16.8637,0.1754,-20.957,0.221,-37.857,0.216,7.63195,0.667656,-22.26,0.55,J2016.0,6184.0,6044.63330078125,6267.5,1.3382689952850342,1.3028478622436523,1.4006913900375366,2.3597145080566406,2.338590383529663,2.380838632583618,,,,,,,,true,10,130.5,,,
238.1406221070094,-1.9063287374787,HD142072,4403292246725472384,4403292246725472384,77749,142072,188315173,15523376-0154228,J155233.67-015422.6,238.14011071161,0.0177,-1.90628044602,0.0156,24.6771,0.0204,-115.0,0.023,10.866,0.02,7.711174,0.818389,-24.9,0.13,J2016.0,5785.0,5755.0,5800.0,1.0070884227752686,1.001886010169983,1.0176153182983398,1.02339506149292,1.0209139585494995,1.0258761644363403,,,,,true,8,238.6,,,,,,
238.0023009430876,15.2359229841341,HD142093,1192813951126183808,1192813951126183808,77718,142093,172603242,15520056+1514096,J155200.51+151407.9,238.00204042464,0.018,15.23535265652,0.0142,31.611,0.0228,-56.556,0.023,-128.324,0.018,7.176246,0.769958,-23.18,0.14,J2016.0,5900.0,5870.0,5925.5,0.9632198214530945,0.9549473524093628,0.9730904698371887,1.0128695964813232,1.0109590291976929,1.0147801637649536,,,,,,,,true,43,554.1,,,
34.5060138182925,1.7578120811186,HD14214,2513664248895784192,2513664248895784192,10723,14214,419994887,02180145+0145282,J021801.69+014531.9,34.50764165141,0.275,1.75945570307,0.2102,44.5963,0.347,366.09,0.374,369.815,0.28,5.454394,0.753593,25.47,3.94,J2016.0,6062.25,6012.0,6134.33349609375,1.4612946510314941,1.4271535873413086,1.4858245849609375,2.598397970199585,2.5713882446289062,2.6254076957702637,true,71600.0,1,85.0,,,,,,,,,
238.3444623821711,-3.0291886647431,HD142197,4399875827873768192,4399875827873768192,77816,142197,188334018,15532267-0301450,J155322.60-030145.2,238.34407512685,0.0333,-3.02927300457,0.0254,18.6431,0.0383,-87.011,0.042,-18.976,0.031,7.30946,0.606018,-5.6,0.59,J2016.0,6300.849609375,6188.20068359375,6478.0,1.347868800163269,1.2751579284667969,1.397388219833374,2.5798025131225586,2.569467782974243,2.590137243270874,,,,,,,,,,,,,
238.3333759280088,4.2532502594375,HD142229,4426054581256895104,4426054581256895104,77810,142229,272814606,15532001+0415115,J155319.98+041511.7,238.33322325544,0.0229,4.25329074921,0.0227,21.6823,0.03,-34.257,0.029,9.11,0.029,7.913882,0.784016,-22.03,0.15,J2016.0,5803.5,5757.0,5880.0,1.0381556749343872,1.0113180875778198,1.054993987083435,1.1014875173568726,1.0982494354248047,1.1047255992889404,true,71600.0,2,131.5,,,,true,27,381.2,,,
238.6847463056098,9.2501367331117,HD142535,4454587595190633088,4454587595190633088,77917,142535,286115091,15544432+0915006,J155444.29+091500.5,238.68442711068,0.0176,9.25020351878,0.0142,17.1969,0.0209,-70.885,0.022,15.027,0.015,7.842464,0.701418,-35.98,0.15,J2016.0,6069.77490234375,5883.2001953125,6257.0,1.2272425889968872,1.1548969745635986,1.3063162565231323,1.841814398765564,1.8342264890670776,1.8494023084640503,,,,,,,,true,64,330.9,,,
238.9774318461043,-2.1644100524596,HD142661,4409032079673958528,4409032079673958528,78024,142661,188374410,15555458-0209516,J155554.52-020950.9,238.97702530143,0.0194,-2.16468233273,0.0129,26.0511,0.0227,-91.407,0.024,-61.263,0.018,6.871786,0.693888,-37.8,0.16,J2016.0,6148.66650390625,6097.25,6189.66650390625,1.2314035892486572,1.215144157409668,1.252259373664856,1.952627182006836,1.9474035501480103,1.9578508138656616,,,,,,,,,,,,,
239.2886680265719,-5.3983398212921,HD142882,4398243362344412288,4398243362344412288,78125,142882,176053235,15570928-0523540,J155709.25-052354.1,239.28853867763,0.0215,-5.39840107645,0.0152,12.1417,0.0242,-28.974,0.028,-13.782,0.02,7.874824,0.617885,7.65,0.24,J2016.0,6316.1748046875,6152.74365234375,6484.66748046875,1.575615644454956,1.4948002099990845,1.6604312658309937,3.5596871376037598,3.541865825653076,3.5775084495544434,,,,,,,,,,,,,
238.4023266760045,68.7201147072893,HD143105,1646538011423566464,1646538011423566464,77838,143105,272783172,15533654+6843125,J155336.56+684312.1,238.40235573738,0.0166,68.71997346072,0.0131,21.4555,0.0146,2.373,0.02,-31.78,0.019,6.641727,0.672119,15.94,0.28,J2016.0,6192.0,6171.0,6232.66650390625,1.6473042964935303,1.6258779764175415,1.6585348844528198,3.5939013957977295,3.5876381397247314,3.6001646518707275,,,,,,,,true,115,506.5,,,
239.6334467525277,27.7399883550479,HD143291,1316590033811497088,1316590033811497088,78241,143291,258177087,15583206+2744239,J155831.42+274427.0,239.62954815315,0.0103,27.741293107,0.0136,37.5171,0.0183,-776.369,0.014,293.557,0.019,7.806134,0.959298,-72.51,0.13,J2016.0,5353.5,5291.0,5444.0,0.7530341148376465,0.7282056212425232,0.7709296345710754,0.41963839530944824,0.41909265518188477,0.4201841354370117,true,71600.0,1,100.0,,,,true,43,386.3,,,
239.7575897242859,18.3258776082271,HD143292,1202709349617637632,1202709349617637632,78283,143292,229563726,15590182+1819331,J155901.78+181933.1,239.75731225739,0.0171,18.32588942083,0.0149,14.1291,0.0211,-59.264,0.021,2.658,0.019,7.668099,0.687953,-61.82,0.16,J2016.0,6131.33349609375,6066.0,6217.89990234375,1.589056134223938,1.545117974281311,1.6234700679779053,3.215088367462158,3.1968953609466553,3.233281373977661,,,,,,,,true,2,71.6,,,
240.0784883833859,0.1370083851544,HD143436,4409935087954141056,4409935087954141056,78399,143436,462159266,16001884+0008132,J160018.74+000812.1,240.07788139056,0.0178,0.13652498815,0.0143,22.3995,0.0207,-136.573,0.023,-108.764,0.018,7.896746,0.802797,-24.55,0.14,J2016.0,5816.0,5775.0,5942.10009765625,1.0079432725906372,0.9656170606613159,1.022305965423584,1.0472838878631592,1.0442520380020142,1.0503157377243042,,,,,true,15,340.8,true,2,67.1,,,
34.9705208080386,31.3374770997633,HD14348,324445853925182720,324445853925182720,10868,14348,285175395,02195291+3120150,J021953.01+312013.9,34.97115558054,0.0217,31.33707086166,0.0195,16.5855,0.0234,121.989,0.027,-91.404,0.026,7.054396,0.729914,-4.54,0.15,J2016.0,6082.0,5990.33349609375,6192.25,1.822293758392334,1.7579814195632935,1.8784915208816528,4.093710899353027,4.0788068771362305,4.108614921569824,,,,,,,,true,47,601.3,,,
240.2367629892678,28.9485429364258,HD143705,1320140253777303296,1320140253777303296,78450,143705,462613327,16005682+2856547,J160056.84+285655.0,240.23694280706,0.0118,28.9486300474,0.0136,16.398,0.0189,35.404,0.017,19.6,0.019,7.818511,0.774798,nan,nan,J2016.0,5920.5,5848.33349609375,6026.8203125,1.3765466213226318,1.3284071683883667,1.4107284545898438,2.097539186477661,2.0910444259643555,2.104033946990967,,,,,,,,true,2,68.6,,,
240.4403321656579,31.8762214685631,HD143893,1322960775980864000,1322960775980864000,78516,143893,188589894,16014567+3152343,J160145.69+315234.4,240.44038868464,0.0098,31.87627132348,0.0124,12.5308,0.0155,10.799,0.012,11.217,0.018,7.525374,0.7758,-1.11,0.16,J2016.0,5880.5,5815.89990234375,5950.0,2.088871955871582,2.040358066558838,2.1355338096618652,4.700838565826416,4.683741569519043,4.717935562133789,,,,,,,,true,3,106.1,,,
239.5876144015209,70.8944395357467,HD144061,1647986068237087104,1647986068237087104,78217,144061,237096607,15582105+7053399,,239.58683884202,0.0163,70.89557445892,0.0158,33.7812,0.016,-57.116,0.02,255.357,0.021,7.134841,0.793037,-8.58,0.16,J2016.0,5817.0,5757.0,5877.33349609375,0.9465462565422058,0.9272125363349915,0.9663790464401245,0.924218475818634,0.9229344725608826,0.9255024790763855,,,,,,,,true,34,426.8,,,
241.108025141698,-11.4493826882197,HD144087,4343064577465522816,4343064577465522816,78738,144087,49777149,16042591-1126577,J160426.00-112657.9,241.10774577448,0.0181,-11.44948147508,0.0119,35.8898,0.02,-61.607,0.022,-22.227,0.014,7.276735,0.89321,-31.79,0.15,J2016.0,5582.0,5532.66650390625,5607.0,0.9130897521972656,0.9049654603004456,0.9294459223747253,0.7292575836181641,0.7280145287513733,0.7305006384849548,,,,,,,,,,,,,
241.1113281976375,-11.449875895457,HD144088,4343064508746082304,4343064508746082304,78739,144088,49777150,16042671-1126595,J160426.68-112659.8,241.1110727417,0.0224,-11.44996636972,0.0133,35.8718,0.0237,-56.334,0.027,-20.357,0.017,7.796352,1.010144,-32.09,0.13,J2016.0,5213.5,5062.0,5314.0,0.8431893587112427,0.8115976452827454,0.8944160342216492,0.4732193052768707,0.47234439849853516,0.4740942120552063,,,,,,,,,,,,,
241.1232959019229,0.672223465095,HD144172,4411558723033335552,4411558723033335552,78742,144172,462213681,16042959+0040200,J160429.59+004019.2,241.12331551077,0.0177,0.67186224695,0.0202,19.7773,0.0256,4.412,0.021,-81.274,0.021,6.687872,0.631219,12.31,0.2,J2016.0,6433.75,6282.75,6524.66015625,1.6033203601837158,1.5589524507522583,1.6813150644302368,3.968186140060425,3.9572553634643555,3.979116916656494,,,,,,,,true,7,152.3,,,
